Time,Obs_Hrs,Sharp_Shinned_Hawk,Cooper_Hawk,Golden_Eagle,Year,Month,Day,Wind_Speed,Air_Pressure,Snow_Depth,Precip,Avg_Temp,Max_Temp,Min_Temp
9/12/2020,0,0,0,0,2020,9,12,3.2,23.326218487394957,0.14285714285714285,0.1,56.8,73.6,44.8
9/13/2020,0,0,0,0,2020,9,13,3,23.346218487394957,0,0,56.3,74.1,44.1
9/14/2020,0,0,0,0,2020,9,14,4.1,23.366218487394956,0,0,61.2,80.1,46.4
9/15/2020,0,0,0,0,2020,9,15,3.4,23.416218487394957,0,0,57.4,72.5,44.4
9/16/2020,0,0,0,0,2020,9,16,4,23.486218487394957,0,0,52.3,71.8,39.4
9/17/2020,0,0,0,0,2020,9,17,2.9,23.436218487394957,0,0,55.9,73.8,44.4
9/18/2020,0,0,0,0,2020,9,18,5.2,23.35621848739496,0,0,61.3,76.6,42.4
9/19/2020,0,0,0,0,2020,9,19,3.2,23.21621848739496,0,0,49.5,58.8,43.7
9/20/2020,7.25,5,25,9,2020,9,20,1.8,23.30621848739496,0,0.014285714,48,55.9,39
9/21/2020,8,9,15,9,2020,9,21,2.7,23.35621848739496,0,0.014285714,54,68.9,45.3
9/22/2020,8,18,27,17,2020,9,22,3.5,23.276218487394956,0,0.1,55.8,71.6,43.7
9/23/2020,8,8,25,16,2020,9,23,2.9,23.33621848739496,0,0.014285714,57.6,68.9,41.5
9/24/2020,8,22,23,19,2020,9,24,3.2,23.17621848739496,0,0.014285714,57.4,68.7,45.9
9/25/2020,7,0,1,2,2020,9,25,2.6,23.21621848739496,0,0.014285714,48.7,53.6,43.7
9/26/2020,8,0,1,4,2020,9,26,4.4,23.15621848739496,0,0.014285714,43.3,50.5,37.6
9/27/2020,4,0,0,14,2020,9,27,2.2,23.436218487394957,0,0.4,38.5,46.2,31.5
9/28/2020,8,9,11,37,2020,9,28,2.5,23.616218487394956,0,0.3,47.3,56.7,30.2
9/29/2020,8,8,9,34,2020,9,29,2.8,23.51621848739496,0,0.1,57.4,64.8,43.7
9/30/2020,8,9,3,6,2020,9,30,3,23.53621848739496,0,0.1,45.9,62.2,35.1
10/1/2020,8,0,2,14,2020,10,1,3.5,23.58621848739496,0,0.1,50.7,65.1,34.7
10/2/2020,8,15,3,7,2020,10,2,3,23.46621848739496,0,0.1,51.6,65.3,39
10/3/2020,8.25,10,3,45,2020,10,3,3.3,23.456218487394956,0,0.1,48.6,65.3,37
10/4/2020,8,5,3,54,2020,10,4,3.5,23.33621848739496,0,0.14285714285714285,57.9,68.2,41.4
10/5/2020,8,20,3,61,2020,10,5,2.6,23.366218487394956,0,0.14285714285714285,55.8,60.4,46
10/6/2020,8,7,7,68,2020,10,6,2.8,23.396218487394957,0,0.14285714285714285,58.3,68.4,46.4
10/7/2020,8,16,4,36,2020,10,7,3.1,23.33621848739496,0,0.14285714285714285,52,70.2,40.8
10/8/2020,8,7,2,66,2020,10,8,4.8,23.186218487394957,0,0.14285714285714285,55.8,66.6,41
10/9/2020,8,10,0,51,2020,10,9,3,23.19621848739496,0,0.14285714285714285,53.1,63.1,40.1
10/10/2020,8,15,0,32,2020,10,10,6.8,23.066218487394956,0,1,53.8,68.4,34.5
10/11/2020,8,1,0,4,2020,10,11,4.3,23.05621848739496,0.8571428571428571,0.2571428571428572,36.7,41.2,32.5
10/12/2020,8,1,0,9,2020,10,12,5.3,23.15621848739496,0.8571428571428571,0.2571428571428572,43.2,49.3,37.4
10/13/2020,5,0,0,3,2020,10,13,3.8,23.256218487394957,0.8571428571428571,0.8,43.7,51.1,37
10/14/2020,7.83,0,0,11,2020,10,14,4.6,23.226218487394956,1,0.1,35.6,40.5,30.7
